Año,Trimestre,Provincia,Rango Velocidad,Accesos
2016,4,Río Negro,HASTA 512 kbps,998
2016,4,Salta,HASTA 512 kbps,577
2016,4,San Juan,HASTA 512 kbps,8
2016,4,San Luis,HASTA 512 kbps,8
2016,4,Santa Cruz,HASTA 512 kbps,189
2016,4,Santa Fe,HASTA 512 kbps,4966
2016,4,Santiago Del Estero,HASTA 512 kbps,26
2016,4,Tierra Del Fuego,HASTA 512 kbps,16
2016,4,Tucumán,HASTA 512 kbps,96
2016,3,Buenos Aires,HASTA 512 kbps,5856
2016,3,Capital Federal,HASTA 512 kbps,331
2016,3,Catamarca,HASTA 512 kbps,15
2016,3,Chaco,HASTA 512 kbps,190
2016,3,Chubut,HASTA 512 kbps,466
2016,3,Córdoba,HASTA 512 kbps,48
2016,3,Corrientes,HASTA 512 kbps,15
2016,3,Entre Ríos,HASTA 512 kbps,1768
2016,3,Formosa,HASTA 512 kbps,1723
2016,3,Jujuy,HASTA 512 kbps,286
2016,3,La Pampa,HASTA 512 kbps,374
2016,3,La Rioja,HASTA 512 kbps,9
2016,3,Mendoza,HASTA 512 kbps,37
2016,3,Misiones,HASTA 512 kbps,1010
2016,3,Neuquén,HASTA 512 kbps,1531
2016,3,Río Negro,HASTA 512 kbps,1007
2016,3,Salta,HASTA 512 kbps,1107
2016,3,San Juan,HASTA 512 kbps,8
2016,3,San Luis,HASTA 512 kbps,7
2016,3,Santa Cruz,HASTA 512 kbps,189
2016,3,Santa Fe,HASTA 512 kbps,3958
2016,3,Santiago Del Estero,HASTA 512 kbps,26
2016,3,Tierra Del Fuego,HASTA 512 kbps,16
2016,3,Tucumán,HASTA 512 kbps,127
2016,2,Buenos Aires,HASTA 512 kbps,10786
2016,2,Capital Federal,HASTA 512 kbps,4352
2016,2,Catamarca,HASTA 512 kbps,15
2016,2,Chaco,HASTA 512 kbps,197
2016,2,Chubut,HASTA 512 kbps,572
2016,2,Córdoba,HASTA 512 kbps,258
2016,2,Corrientes,HASTA 512 kbps,41
2016,2,Entre Ríos,HASTA 512 kbps,4734
2016,2,Formosa,HASTA 512 kbps,1675
2016,2,Jujuy,HASTA 512 kbps,2561
2016,2,La Pampa,HASTA 512 kbps,429
2016,2,La Rioja,HASTA 512 kbps,10
2016,2,Mendoza,HASTA 512 kbps,437
2016,2,Misiones,HASTA 512 kbps,1973
2016,2,Neuquén,HASTA 512 kbps,1916
2016,2,Río Negro,HASTA 512 kbps,1189
2016,2,Salta,HASTA 512 kbps,2160
2016,2,San Juan,HASTA 512 kbps,10
2016,2,San Luis,HASTA 512 kbps,12
2016,2,Santa Cruz,HASTA 512 kbps,244
2016,2,Santa Fe,HASTA 512 kbps,9486
2016,2,Santiago Del Estero,HASTA 512 kbps,704
2016,2,Tierra Del Fuego,HASTA 512 kbps,16
2016,2,Tucumán,HASTA 512 kbps,231
2016,1,Buenos Aires,HASTA 512 kbps,7351
2016,1,Capital Federal,HASTA 512 kbps,2310
2016,1,Catamarca,HASTA 512 kbps,15
2016,1,Chaco,HASTA 512 kbps,194
2016,1,Chubut,HASTA 512 kbps,94
2016,1,Córdoba,HASTA 512 kbps,148
2016,1,Corrientes,HASTA 512 kbps,29
2016,1,Entre Ríos,HASTA 512 kbps,2864
2016,1,Formosa,HASTA 512 kbps,1738
2016,1,Jujuy,HASTA 512 kbps,2543
2016,1,La Pampa,HASTA 512 kbps,426
2016,1,La Rioja,HASTA 512 kbps,10
2016,1,Mendoza,HASTA 512 kbps,235
2016,1,Misiones,HASTA 512 kbps,959
2016,1,Neuquén,HASTA 512 kbps,1720
2016,1,Río Negro,HASTA 512 kbps,1171
2016,1,Salta,HASTA 512 kbps,1119
2016,1,San Juan,HASTA 512 kbps,9
2016,1,San Luis,HASTA 512 kbps,8
2016,1,Santa Cruz,HASTA 512 kbps,168
2016,1,Santa Fe,HASTA 512 kbps,6492
2016,1,Santiago Del Estero,HASTA 512 kbps,703
2016,1,Tierra Del Fuego,HASTA 512 kbps,16
2016,1,Tucumán,HASTA 512 kbps,106
2015,4,Buenos Aires,HASTA 512 kbps,7985
2015,4,Capital Federal,HASTA 512 kbps,2417
2015,4,Catamarca,HASTA 512 kbps,15
2015,4,Chaco,HASTA 512 kbps,194
2015,4,Chubut,HASTA 512 kbps,625
2015,4,Córdoba,HASTA 512 kbps,148
2015,4,Corrientes,HASTA 512 kbps,29
2015,4,Entre Ríos,HASTA 512 kbps,2865
2015,4,Formosa,HASTA 512 kbps,1791
2015,4,Jujuy,HASTA 512 kbps,2551
2015,4,La Pampa,HASTA 512 kbps,592
2015,4,La Rioja,HASTA 512 kbps,10
2015,4,Mendoza,HASTA 512 kbps,241
2015,4,Misiones,HASTA 512 kbps,959
2015,4,Neuquén,HASTA 512 kbps,1727
2015,4,Río Negro,HASTA 512 kbps,3282
2015,4,Salta,HASTA 512 kbps,1122
2015,4,San Juan,HASTA 512 kbps,9
2015,4,San Luis,HASTA 512 kbps,8
2015,4,Santa Cruz,HASTA 512 kbps,188
2015,4,Santa Fe,HASTA 512 kbps,6659
2015,4,Santiago Del Estero,HASTA 512 kbps,703
2015,4,Tierra Del Fuego,HASTA 512 kbps,16
2015,4,Tucumán,HASTA 512 kbps,107
2015,3,Buenos Aires,HASTA 512 kbps,8361
2015,3,Capital Federal,HASTA 512 kbps,2448
2015,3,Catamarca,HASTA 512 kbps,15
2015,3,Chaco,HASTA 512 kbps,240
2015,3,Chubut,HASTA 512 kbps,641
2015,3,Córdoba,HASTA 512 kbps,150
2015,3,Corrientes,HASTA 512 kbps,33
2015,3,Entre Ríos,HASTA 512 kbps,2863
2015,3,Formosa,HASTA 512 kbps,1862
2015,3,Jujuy,HASTA 512 kbps,2549
2015,3,La Pampa,HASTA 512 kbps,613
2015,3,La Rioja,HASTA 512 kbps,10
2015,3,Mendoza,HASTA 512 kbps,256
2015,3,Misiones,HASTA 512 kbps,958
2015,3,Neuquén,HASTA 512 kbps,1733
2015,3,Río Negro,HASTA 512 kbps,3372
2015,3,Salta,HASTA 512 kbps,1126
2015,3,San Juan,HASTA 512 kbps,9
2015,3,San Luis,HASTA 512 kbps,9
2015,3,Santa Cruz,HASTA 512 kbps,190
2015,3,Santa Fe,HASTA 512 kbps,6767
2015,3,Santiago Del Estero,HASTA 512 kbps,703
2015,3,Tierra Del Fuego,HASTA 512 kbps,15
2015,3,Tucumán,HASTA 512 kbps,107
2015,2,Buenos Aires,HASTA 512 kbps,8714
2015,2,Capital Federal,HASTA 512 kbps,2493
2015,2,Catamarca,HASTA 512 kbps,15
2015,2,Chaco,HASTA 512 kbps,288
2015,2,Chubut,HASTA 512 kbps,656
2015,2,Córdoba,HASTA 512 kbps,156
2015,2,Corrientes,HASTA 512 kbps,34
2015,2,Entre Ríos,HASTA 512 kbps,2864
2015,2,Formosa,HASTA 512 kbps,1881
2015,2,Jujuy,HASTA 512 kbps,2479
2015,2,La Pampa,HASTA 512 kbps,5737
2015,2,La Rioja,HASTA 512 kbps,10
2015,2,Mendoza,HASTA 512 kbps,268
2015,2,Misiones,HASTA 512 kbps,958
2015,2,Neuquén,HASTA 512 kbps,1755
2015,2,Río Negro,HASTA 512 kbps,3413
2015,2,Salta,HASTA 512 kbps,1123
2015,2,San Juan,HASTA 512 kbps,8
2015,2,San Luis,HASTA 512 kbps,9
2015,2,Santa Cruz,HASTA 512 kbps,210
2015,2,Santa Fe,HASTA 512 kbps,6827
2015,2,Santiago Del Estero,HASTA 512 kbps,703
2015,2,Tierra Del Fuego,HASTA 512 kbps,15
2015,2,Tucumán,HASTA 512 kbps,107
2015,1,Buenos Aires,HASTA 512 kbps,8882
2015,1,Capital Federal,HASTA 512 kbps,2545
2015,1,Catamarca,HASTA 512 kbps,13
2015,1,Chaco,HASTA 512 kbps,26
2015,1,Chubut,HASTA 512 kbps,651
2015,1,Córdoba,HASTA 512 kbps,157
2015,1,Corrientes,HASTA 512 kbps,36
2015,1,Entre Ríos,HASTA 512 kbps,2867
2015,1,Formosa,HASTA 512 kbps,1891
2015,1,Jujuy,HASTA 512 kbps,2458
2015,1,La Pampa,HASTA 512 kbps,6059
2015,1,La Rioja,HASTA 512 kbps,11
2015,1,Mendoza,HASTA 512 kbps,287
2015,1,Misiones,HASTA 512 kbps,958
2015,1,Neuquén,HASTA 512 kbps,1895
2015,1,Río Negro,HASTA 512 kbps,3371
2015,1,Salta,HASTA 512 kbps,1123
2015,1,San Juan,HASTA 512 kbps,8
2015,1,San Luis,HASTA 512 kbps,10
2015,1,Santa Cruz,HASTA 512 kbps,205
2015,1,Santa Fe,HASTA 512 kbps,6883
2015,1,Santiago Del Estero,HASTA 512 kbps,701
2015,1,Tierra Del Fuego,HASTA 512 kbps,14
2015,1,Tucumán,HASTA 512 kbps,107
2014,4,Buenos Aires,HASTA 512 kbps,8226
2014,4,Capital Federal,HASTA 512 kbps,2698
2014,4,Catamarca,HASTA 512 kbps,21
2014,4,Chaco,HASTA 512 kbps,483
2014,4,Chubut,HASTA 512 kbps,1858
2014,4,Córdoba,HASTA 512 kbps,1903
2014,4,Corrientes,HASTA 512 kbps,40
2014,4,Entre Ríos,HASTA 512 kbps,2311
2014,4,Formosa,HASTA 512 kbps,1947
2014,4,Jujuy,HASTA 512 kbps,1880
2014,4,La Pampa,HASTA 512 kbps,6266
2014,4,La Rioja,HASTA 512 kbps,9
2014,4,Mendoza,HASTA 512 kbps,303
2014,4,Misiones,HASTA 512 kbps,547
2014,4,Neuquén,HASTA 512 kbps,1731
2014,4,Río Negro,HASTA 512 kbps,3640
2014,4,Salta,HASTA 512 kbps,54
2014,4,San Juan,HASTA 512 kbps,11
2014,4,San Luis,HASTA 512 kbps,9
2014,4,Santa Cruz,HASTA 512 kbps,156
2014,4,Santa Fe,HASTA 512 kbps,8707
2014,4,Santiago Del Estero,HASTA 512 kbps,1246
2014,4,Tierra Del Fuego,HASTA 512 kbps,12
2014,4,Tucumán,HASTA 512 kbps,17
2014,3,Buenos Aires,HASTA 512 kbps,7355
2014,3,Capital Federal,HASTA 512 kbps,840
2014,3,Catamarca,HASTA 512 kbps,19
2014,3,Chaco,HASTA 512 kbps,398
2014,3,Chubut,HASTA 512 kbps,2013
2014,3,Córdoba,HASTA 512 kbps,660
2014,3,Corrientes,HASTA 512 kbps,21
2014,3,Entre Ríos,HASTA 512 kbps,1709
2014,3,Formosa,HASTA 512 kbps,2001
2014,3,Jujuy,HASTA 512 kbps,127
2014,3,La Pampa,HASTA 512 kbps,6458
2014,3,La Rioja,HASTA 512 kbps,10
2014,3,Mendoza,HASTA 512 kbps,35
2014,3,Misiones,HASTA 512 kbps,640
2014,3,Neuquén,HASTA 512 kbps,1522
2014,3,Río Negro,HASTA 512 kbps,3640
2014,3,Salta,HASTA 512 kbps,732
2014,3,San Juan,HASTA 512 kbps,8
2014,3,San Luis,HASTA 512 kbps,8
2014,3,Santa Cruz,HASTA 512 kbps,195
2014,3,Santa Fe,HASTA 512 kbps,8230
2014,3,Santiago Del Estero,HASTA 512 kbps,791
2014,3,Tierra Del Fuego,HASTA 512 kbps,12
2014,3,Tucumán,HASTA 512 kbps,6
2014,2,Buenos Aires,HASTA 512 kbps,6902
2014,2,Capital Federal,HASTA 512 kbps,847
2014,2,Catamarca,HASTA 512 kbps,19
2014,2,Chaco,HASTA 512 kbps,412
2014,2,Chubut,HASTA 512 kbps,2064
2014,2,Córdoba,HASTA 512 kbps,2105
2014,2,Corrientes,HASTA 512 kbps,20
2014,2,Entre Ríos,HASTA 512 kbps,2187
2014,2,Formosa,HASTA 512 kbps,2032
2014,2,Jujuy,HASTA 512 kbps,1873
2014,2,La Pampa,HASTA 512 kbps,7032
2014,2,La Rioja,HASTA 512 kbps,10
2014,2,Mendoza,HASTA 512 kbps,35
2014,2,Misiones,HASTA 512 kbps,540
2014,2,Neuquén,HASTA 512 kbps,1531
2014,2,Río Negro,HASTA 512 kbps,3468
2014,2,Salta,HASTA 512 kbps,53
2014,2,San Juan,HASTA 512 kbps,10
2014,2,San Luis,HASTA 512 kbps,7
2014,2,Santa Cruz,HASTA 512 kbps,153
2014,2,Santa Fe,HASTA 512 kbps,8515
2014,2,Santiago Del Estero,HASTA 512 kbps,1231
2014,2,Tierra Del Fuego,HASTA 512 kbps,12
2014,2,Tucumán,HASTA 512 kbps,6
2014,1,Buenos Aires,HASTA 512 kbps,8469
2014,1,Capital Federal,HASTA 512 kbps,852
2014,1,Catamarca,HASTA 512 kbps,19
2014,1,Chaco,HASTA 512 kbps,438
2014,1,Chubut,HASTA 512 kbps,7452
2014,1,Córdoba,HASTA 512 kbps,2076
2014,1,Corrientes,HASTA 512 kbps,20
2014,1,Entre Ríos,HASTA 512 kbps,2177
2014,1,Formosa,HASTA 512 kbps,2062
2014,1,Jujuy,HASTA 512 kbps,1832
2014,1,La Pampa,HASTA 512 kbps,7434
2014,1,La Rioja,HASTA 512 kbps,10
2014,1,Mendoza,HASTA 512 kbps,35
2014,1,Misiones,HASTA 512 kbps,545
2014,1,Neuquén,HASTA 512 kbps,4133
2014,1,Río Negro,HASTA 512 kbps,4670
2014,1,Salta,HASTA 512 kbps,53
2014,1,San Juan,HASTA 512 kbps,531
2014,1,San Luis,HASTA 512 kbps,7
2014,1,Santa Cruz,HASTA 512 kbps,161
2014,1,Santa Fe,HASTA 512 kbps,8456
2014,1,Santiago Del Estero,HASTA 512 kbps,1234
2014,1,Tierra Del Fuego,HASTA 512 kbps,12
2014,1,Tucumán,HASTA 512 kbps,6
2022,3,Buenos Aires,+ 512 Kbps - 1 Mbps,27709
2022,3,Capital Federal,+ 512 Kbps - 1 Mbps,5742
2022,3,Catamarca,+ 512 Kbps - 1 Mbps,384
2022,3,Chaco,+ 512 Kbps - 1 Mbps,987
2022,3,Chubut,+ 512 Kbps - 1 Mbps,1444
2022,3,Córdoba,+ 512 Kbps - 1 Mbps,11312
2022,3,Corrientes,+ 512 Kbps - 1 Mbps,3865
2022,3,Entre Ríos,+ 512 Kbps - 1 Mbps,5549
2022,3,Formosa,+ 512 Kbps - 1 Mbps,307
2022,3,Jujuy,+ 512 Kbps - 1 Mbps,1879
2022,3,La Pampa,+ 512 Kbps - 1 Mbps,1887
2022,3,La Rioja,+ 512 Kbps - 1 Mbps,689
2022,3,Mendoza,+ 512 Kbps - 1 Mbps,2953
2022,3,Misiones,+ 512 Kbps - 1 Mbps,3749
2022,3,Neuquén,+ 512 Kbps - 1 Mbps,991
2022,3,Río Negro,+ 512 Kbps - 1 Mbps,1221
2022,3,Salta,+ 512 Kbps - 1 Mbps,1490
2022,3,San Juan,+ 512 Kbps - 1 Mbps,2027
2022,3,San Luis,+ 512 Kbps - 1 Mbps,307
2022,3,Santa Cruz,+ 512 Kbps - 1 Mbps,6841
2022,3,Santa Fe,+ 512 Kbps - 1 Mbps,11132
2022,3,Santiago Del Estero,+ 512 Kbps - 1 Mbps,1384
2022,3,Tierra Del Fuego,+ 512 Kbps - 1 Mbps,831
2022,3,Tucumán,+ 512 Kbps - 1 Mbps,2047
2022,2,Buenos Aires,+ 512 Kbps - 1 Mbps,28323
2022,2,Capital Federal,+ 512 Kbps - 1 Mbps,5980
2022,2,Catamarca,+ 512 Kbps - 1 Mbps,413
2022,2,Chaco,+ 512 Kbps - 1 Mbps,1047
2022,2,Chubut,+ 512 Kbps - 1 Mbps,1444
2022,2,Córdoba,+ 512 Kbps - 1 Mbps,11971
2022,2,Corrientes,+ 512 Kbps - 1 Mbps,3937
2022,2,Entre Ríos,+ 512 Kbps - 1 Mbps,5656
2022,2,Formosa,+ 512 Kbps - 1 Mbps,407
2022,2,Jujuy,+ 512 Kbps - 1 Mbps,1829
2022,2,La Pampa,+ 512 Kbps - 1 Mbps,1887
2022,2,La Rioja,+ 512 Kbps - 1 Mbps,728
2022,2,Mendoza,+ 512 Kbps - 1 Mbps,2954
2022,2,Misiones,+ 512 Kbps - 1 Mbps,3808
2022,2,Neuquén,+ 512 Kbps - 1 Mbps,999
2022,2,Río Negro,+ 512 Kbps - 1 Mbps,1227
2022,2,Salta,+ 512 Kbps - 1 Mbps,1530
2022,2,San Juan,+ 512 Kbps - 1 Mbps,2027
2022,2,San Luis,+ 512 Kbps - 1 Mbps,306
2022,2,Santa Cruz,+ 512 Kbps - 1 Mbps,6841
2022,2,Santa Fe,+ 512 Kbps - 1 Mbps,11757
2022,2,Santiago Del Estero,+ 512 Kbps - 1 Mbps,1401
2022,2,Tierra Del Fuego,+ 512 Kbps - 1 Mbps,831
2022,2,Tucumán,+ 512 Kbps - 1 Mbps,2195
2022,1,Buenos Aires,+ 512 Kbps - 1 Mbps,30056
2022,1,Capital Federal,+ 512 Kbps - 1 Mbps,5575
2022,1,Catamarca,+ 512 Kbps - 1 Mbps,456
2022,1,Chaco,+ 512 Kbps - 1 Mbps,1099
2022,1,Chubut,+ 512 Kbps - 1 Mbps,1677
2022,1,Córdoba,+ 512 Kbps - 1 Mbps,12782
2022,1,Corrientes,+ 512 Kbps - 1 Mbps,4029
2022,1,Entre Ríos,+ 512 Kbps - 1 Mbps,5745
2022,1,Formosa,+ 512 Kbps - 1 Mbps,448
2022,1,Jujuy,+ 512 Kbps - 1 Mbps,1761
2022,1,La Pampa,+ 512 Kbps - 1 Mbps,2223
2022,1,La Rioja,+ 512 Kbps - 1 Mbps,778
2022,1,Mendoza,+ 512 Kbps - 1 Mbps,3355
2022,1,Misiones,+ 512 Kbps - 1 Mbps,3873
2022,1,Neuquén,+ 512 Kbps - 1 Mbps,1123
2022,1,Río Negro,+ 512 Kbps - 1 Mbps,1383
2022,1,Salta,+ 512 Kbps - 1 Mbps,1725
2022,1,San Juan,+ 512 Kbps - 1 Mbps,2269
2022,1,San Luis,+ 512 Kbps - 1 Mbps,643
2022,1,Santa Cruz,+ 512 Kbps - 1 Mbps,6898
2022,1,Santa Fe,+ 512 Kbps - 1 Mbps,12435
2022,1,Santiago Del Estero,+ 512 Kbps - 1 Mbps,1401
2022,1,Tierra Del Fuego,+ 512 Kbps - 1 Mbps,894
2022,1,Tucumán,+ 512 Kbps - 1 Mbps,2212
2021,4,Buenos Aires,+ 512 Kbps - 1 Mbps,11026
2021,4,Capital Federal,+ 512 Kbps - 1 Mbps,1695
2021,4,Catamarca,+ 512 Kbps - 1 Mbps,0
2021,4,Chaco,+ 512 Kbps - 1 Mbps,112
2021,4,Chubut,+ 512 Kbps - 1 Mbps,1294
2021,4,Córdoba,+ 512 Kbps - 1 Mbps,2479
2021,4,Corrientes,+ 512 Kbps - 1 Mbps,645
2021,4,Entre Ríos,+ 512 Kbps - 1 Mbps,3024
2021,4,Formosa,+ 512 Kbps - 1 Mbps,0
2021,4,Jujuy,+ 512 Kbps - 1 Mbps,175
2021,4,La Pampa,+ 512 Kbps - 1 Mbps,493
2021,4,La Rioja,+ 512 Kbps - 1 Mbps,1
2021,4,Mendoza,+ 512 Kbps - 1 Mbps,1463
2021,4,Misiones,+ 512 Kbps - 1 Mbps,5
2021,4,Neuquén,+ 512 Kbps - 1 Mbps,940
2021,4,Río Negro,+ 512 Kbps - 1 Mbps,1174
2021,4,Salta,+ 512 Kbps - 1 Mbps,20
2021,4,San Juan,+ 512 Kbps - 1 Mbps,1442
2021,4,San Luis,+ 512 Kbps - 1 Mbps,264
2021,4,Santa Cruz,+ 512 Kbps - 1 Mbps,297
2021,4,Santa Fe,+ 512 Kbps - 1 Mbps,581
2021,4,Santiago Del Estero,+ 512 Kbps - 1 Mbps,909
2021,4,Tierra Del Fuego,+ 512 Kbps - 1 Mbps,385
2021,4,Tucumán,+ 512 Kbps - 1 Mbps,97
2021,3,Buenos Aires,+ 512 Kbps - 1 Mbps,31149
2021,3,Capital Federal,+ 512 Kbps - 1 Mbps,603
2021,3,Catamarca,+ 512 Kbps - 1 Mbps,0
2021,3,Chaco,+ 512 Kbps - 1 Mbps,112
2021,3,Chubut,+ 512 Kbps - 1 Mbps,105
2021,3,Córdoba,+ 512 Kbps - 1 Mbps,2452
2021,3,Corrientes,+ 512 Kbps - 1 Mbps,645
2021,3,Entre Ríos,+ 512 Kbps - 1 Mbps,3024
2021,3,Formosa,+ 512 Kbps - 1 Mbps,0
2021,3,Jujuy,+ 512 Kbps - 1 Mbps,175
2021,3,La Pampa,+ 512 Kbps - 1 Mbps,313
2021,3,La Rioja,+ 512 Kbps - 1 Mbps,1
2021,3,Mendoza,+ 512 Kbps - 1 Mbps,31
2021,3,Misiones,+ 512 Kbps - 1 Mbps,5
2021,3,Neuquén,+ 512 Kbps - 1 Mbps,327
2021,3,Río Negro,+ 512 Kbps - 1 Mbps,557
2021,3,Salta,+ 512 Kbps - 1 Mbps,20
2021,3,San Juan,+ 512 Kbps - 1 Mbps,333
2021,3,San Luis,+ 512 Kbps - 1 Mbps,0
2021,3,Santa Cruz,+ 512 Kbps - 1 Mbps,0
2021,3,Santa Fe,+ 512 Kbps - 1 Mbps,579
2021,3,Santiago Del Estero,+ 512 Kbps - 1 Mbps,909
2021,3,Tierra Del Fuego,+ 512 Kbps - 1 Mbps,0
2021,3,Tucumán,+ 512 Kbps - 1 Mbps,97
2021,2,Buenos Aires,+ 512 Kbps - 1 Mbps,31178
2021,2,Capital Federal,+ 512 Kbps - 1 Mbps,603
2021,2,Catamarca,+ 512 Kbps - 1 Mbps,0
2021,2,Chaco,+ 512 Kbps - 1 Mbps,112
2021,2,Chubut,+ 512 Kbps - 1 Mbps,105
2021,2,Córdoba,+ 512 Kbps - 1 Mbps,2452
2021,2,Corrientes,+ 512 Kbps - 1 Mbps,645
2021,2,Entre Ríos,+ 512 Kbps - 1 Mbps,3024
2021,2,Formosa,+ 512 Kbps - 1 Mbps,0
2021,2,Jujuy,+ 512 Kbps - 1 Mbps,175
2021,2,La Pampa,+ 512 Kbps - 1 Mbps,554
2021,2,La Rioja,+ 512 Kbps - 1 Mbps,1
2021,2,Mendoza,+ 512 Kbps - 1 Mbps,31
2021,2,Misiones,+ 512 Kbps - 1 Mbps,5
2021,2,Neuquén,+ 512 Kbps - 1 Mbps,327
2021,2,Río Negro,+ 512 Kbps - 1 Mbps,557
2021,2,Salta,+ 512 Kbps - 1 Mbps,20
2021,2,San Juan,+ 512 Kbps - 1 Mbps,333
2021,2,San Luis,+ 512 Kbps - 1 Mbps,0
2021,2,Santa Cruz,+ 512 Kbps - 1 Mbps,0
2021,2,Santa Fe,+ 512 Kbps - 1 Mbps,896
2021,2,Santiago Del Estero,+ 512 Kbps - 1 Mbps,909
2021,2,Tierra Del Fuego,+ 512 Kbps - 1 Mbps,0
2021,2,Tucumán,+ 512 Kbps - 1 Mbps,97
2021,1,Buenos Aires,+ 512 Kbps - 1 Mbps,31187
2021,1,Capital Federal,+ 512 Kbps - 1 Mbps,244
2021,1,Catamarca,+ 512 Kbps - 1 Mbps,0
2021,1,Chaco,+ 512 Kbps - 1 Mbps,112
2021,1,Chubut,+ 512 Kbps - 1 Mbps,109
2021,1,Córdoba,+ 512 Kbps - 1 Mbps,2386
2021,1,Corrientes,+ 512 Kbps - 1 Mbps,527
2021,1,Entre Ríos,+ 512 Kbps - 1 Mbps,2911
2021,1,Formosa,+ 512 Kbps - 1 Mbps,0
2021,1,Jujuy,+ 512 Kbps - 1 Mbps,175
2021,1,La Pampa,+ 512 Kbps - 1 Mbps,554
2021,1,La Rioja,+ 512 Kbps - 1 Mbps,1
2021,1,Mendoza,+ 512 Kbps - 1 Mbps,40
2021,1,Misiones,+ 512 Kbps - 1 Mbps,524
2021,1,Neuquén,+ 512 Kbps - 1 Mbps,327
2021,1,Río Negro,+ 512 Kbps - 1 Mbps,466
2021,1,Salta,+ 512 Kbps - 1 Mbps,20
2021,1,San Juan,+ 512 Kbps - 1 Mbps,194
2021,1,San Luis,+ 512 Kbps - 1 Mbps,0
2021,1,Santa Cruz,+ 512 Kbps - 1 Mbps,0
2021,1,Santa Fe,+ 512 Kbps - 1 Mbps,891
2021,1,Santiago Del Estero,+ 512 Kbps - 1 Mbps,909
2021,1,Tierra Del Fuego,+ 512 Kbps - 1 Mbps,0
2021,1,Tucumán,+ 512 Kbps - 1 Mbps,97
2020,4,Buenos Aires,+ 512 Kbps - 1 Mbps,31197
2020,4,Capital Federal,+ 512 Kbps - 1 Mbps,244
2020,4,Catamarca,+ 512 Kbps - 1 Mbps,0
2020,4,Chaco,+ 512 Kbps - 1 Mbps,112
2020,4,Chubut,+ 512 Kbps - 1 Mbps,109
2020,4,Córdoba,+ 512 Kbps - 1 Mbps,2386
2020,4,Corrientes,+ 512 Kbps - 1 Mbps,527
2020,4,Entre Ríos,+ 512 Kbps - 1 Mbps,2911
2020,4,Formosa,+ 512 Kbps - 1 Mbps,0
2020,4,Jujuy,+ 512 Kbps - 1 Mbps,182
2020,4,La Pampa,+ 512 Kbps - 1 Mbps,554
2020,4,La Rioja,+ 512 Kbps - 1 Mbps,1
2020,4,Mendoza,+ 512 Kbps - 1 Mbps,40
2020,4,Misiones,+ 512 Kbps - 1 Mbps,524
2020,4,Neuquén,+ 512 Kbps - 1 Mbps,327
2020,4,Río Negro,+ 512 Kbps - 1 Mbps,466
2020,4,Salta,+ 512 Kbps - 1 Mbps,514
2020,4,San Juan,+ 512 Kbps - 1 Mbps,194
2020,4,San Luis,+ 512 Kbps - 1 Mbps,0
2020,4,Santa Cruz,+ 512 Kbps - 1 Mbps,0
2020,4,Santa Fe,+ 512 Kbps - 1 Mbps,891
2020,4,Santiago Del Estero,+ 512 Kbps - 1 Mbps,909
2020,4,Tierra Del Fuego,+ 512 Kbps - 1 Mbps,0
2020,4,Tucumán,+ 512 Kbps - 1 Mbps,97
2020,3,Buenos Aires,+ 512 Kbps - 1 Mbps,31514
2020,3,Capital Federal,+ 512 Kbps - 1 Mbps,312
2020,3,Catamarca,+ 512 Kbps - 1 Mbps,0
2020,3,Chaco,+ 512 Kbps - 1 Mbps,112
2020,3,Chubut,+ 512 Kbps - 1 Mbps,109
2020,3,Córdoba,+ 512 Kbps - 1 Mbps,3064
2020,3,Corrientes,+ 512 Kbps - 1 Mbps,527
2020,3,Entre Ríos,+ 512 Kbps - 1 Mbps,2911
2020,3,Formosa,+ 512 Kbps - 1 Mbps,151
2020,3,Jujuy,+ 512 Kbps - 1 Mbps,182
2020,3,La Pampa,+ 512 Kbps - 1 Mbps,810
2020,3,La Rioja,+ 512 Kbps - 1 Mbps,1
2020,3,Mendoza,+ 512 Kbps - 1 Mbps,40
2020,3,Misiones,+ 512 Kbps - 1 Mbps,524
2020,3,Neuquén,+ 512 Kbps - 1 Mbps,327
2020,3,Río Negro,+ 512 Kbps - 1 Mbps,466
2020,3,Salta,+ 512 Kbps - 1 Mbps,514
2020,3,San Juan,+ 512 Kbps - 1 Mbps,194
2020,3,San Luis,+ 512 Kbps - 1 Mbps,0
2020,3,Santa Cruz,+ 512 Kbps - 1 Mbps,0
2020,3,Santa Fe,+ 512 Kbps - 1 Mbps,1241
2020,3,Santiago Del Estero,+ 512 Kbps - 1 Mbps,909
2020,3,Tierra Del Fuego,+ 512 Kbps - 1 Mbps,0
2020,3,Tucumán,+ 512 Kbps - 1 Mbps,97
2020,2,Buenos Aires,+ 512 Kbps - 1 Mbps,31606
2020,2,Capital Federal,+ 512 Kbps - 1 Mbps,312
2020,2,Catamarca,+ 512 Kbps - 1 Mbps,0
2020,2,Chaco,+ 512 Kbps - 1 Mbps,928
2020,2,Chubut,+ 512 Kbps - 1 Mbps,109
2020,2,Córdoba,+ 512 Kbps - 1 Mbps,4383
2020,2,Corrientes,+ 512 Kbps - 1 Mbps,527
2020,2,Entre Ríos,+ 512 Kbps - 1 Mbps,3679
2020,2,Formosa,+ 512 Kbps - 1 Mbps,151
2020,2,Jujuy,+ 512 Kbps - 1 Mbps,182
2020,2,La Pampa,+ 512 Kbps - 1 Mbps,810
